[2025-11-14 02:13:17] [UNKNOWN] server.identity "my_server_identity"
[2025-11-14 02:13:17] [UNKNOWN] server.port "28015"
[2025-11-14 02:21:02] [UNKNOWN] server.identity "my_server_identity"
[2025-11-14 02:21:02] [UNKNOWN] server.port "28015"
[2025-11-14 15:17:19] [USER 76561199145125286 38.150.15.252:57907] inventory.endloot
[2025-11-14 15:17:56] [USER 76561199145125286 38.150.15.252:57907] inventory.endloot
[2025-11-14 15:18:00] [USER 76561199145125286 38.150.15.252:57907] inventory.endloot
[2025-11-14 15:18:12] [USER 76561199145125286 38.150.15.252:57907] inventory.endloot
[2025-11-14 15:25:28] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 15:25:35] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 15:25:40] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 15:27:32] [USER 76561199145125286 38.150.15.252:51106] craft.add "-2072273936" "6" "0"
[2025-11-14 15:29:17] [USER 76561199145125286 38.150.15.252:51106] craft.add "-2072273936" "6" "0"
[2025-11-14 15:30:12] [USER 76561199145125286 38.150.15.252:51106] craft.add "-2072273936" "6" "0"
[2025-11-14 15:31:21] [USER 76561199145125286 38.150.15.252:51106] craft.add "-2072273936" "6" "0"
[2025-11-14 15:31:59] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 15:33:32] [USER 76561199145125286 38.150.15.252:51106] lighttoggle
[2025-11-14 15:33:48] [USER 76561199145125286 38.150.15.252:51106] lighttoggle
[2025-11-14 15:36:05] [USER 76561199145125286 38.150.15.252:51106] craft.add "-2072273936" "6" "0"
[2025-11-14 15:37:11] [USER 76561199145125286 38.150.15.252:51106] craft.add "-2072273936" "6" "0"
[2025-11-14 15:38:50] [USER 76561199145125286 38.150.15.252:51106] craft.add "-2072273936" "6" "0"
[2025-11-14 15:40:09] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 15:40:24] [USER 76561199145125286 38.150.15.252:51106] craft.add "-2072273936" "6" "0"
[2025-11-14 15:42:59] [USER 76561199145125286 38.150.15.252:51106] craft.add "-2072273936" "6" "0"
[2025-11-14 15:44:24] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 15:44:27] [USER 76561199145125286 38.150.15.252:51106] craft.add "-2072273936" "6" "0"
[2025-11-14 15:44:38] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 15:44:44] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 15:44:49] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 15:50:22] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 15:50:32] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 15:54:05] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 15:54:47] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 15:54:54] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 15:55:15] [USER 76561199145125286 38.150.15.252:51106] lighttoggle
[2025-11-14 15:55:15] [USER 76561199145125286 38.150.15.252:51106] lighttoggle
[2025-11-14 15:56:57] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:01:24] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:01:48] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:06:20] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:06:32] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:07:10] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:07:28] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:07:42] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:08:00] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:08:13] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:08:18] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:08:29] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:08:43] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:08:45] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:08:49] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:08:52] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:08:53] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:08:56] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:08:58] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:09:08] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:09:15] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:09:27] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:09:35] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:10:02] [USER 76561199145125286 38.150.15.252:51106] inventory.endloot
[2025-11-14 16:10:11] [USER 76561199145125286 38.150.15.252:51106] server.save
